ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Monitor Name(s),Daylight Hours,Temperature Low (F),Temperature High (F),Soil Moisture (%),Inundation Treatment,Replicate,Species,Other - Species,Population,Other - Population,Density Treatment,Plant ID,Phenological Stage,Other - Phenological Stage,Notes,Water Level (cm),Plant ID,x,y
1016,e5fa0e52-da3e-4bfe-a8a6-c8b7ef8811bb,4/21/2023 10:29:37 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:37 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,43.5,S,3,JUBU,,IV,,10,,other,Disappeared ,,5.2,JUBU3,-119.843435119689,34.4130931495336
1017,cde9bd22-415b-4304-9f76-4c286967b979,4/21/2023 10:29:40 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:40 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,43.5,S,3,JUBU,,IV,,10,,Survived,,,5.2,JUBU4,-119.843436347002,34.4130984582114
1018,38bf2fb2-91d0-4dc4-b042-f4b8e053335f,4/21/2023 10:29:43 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:43 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,43.5,S,3,JUBU,,IV,,10,,Survived,,,5.2,JUBU5,-119.843431598183,34.4130957889116
1019,3c8d8736-5f5d-41ae-9a49-7001d4886027,4/21/2023 10:29:45 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:45 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,43.5,S,3,JUBU,,IV,,10,,Survived,,,5.2,JUBU6,-119.843432126228,34.4130963101464
1020,aa966466-dfff-4afe-b4ac-8a1e0872e29b,4/21/2023 10:29:49 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:49 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,43.5,S,3,JUBU,,IV,,10,,Survived,,,5.2,JUBU7,-119.843432947609,34.4130912164455
1021,97183914-e9a3-4be2-85c9-9a33edc72bed,4/21/2023 10:29:51 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:51 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,45.5,S,3,JUBU,,A,,5,,Survived,,,5.2,JUBU1,-119.843433342895,34.413092879771
1022,30f54100-749c-4602-9eec-76499e42fe4a,4/21/2023 10:29:54 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:54 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,45.5,S,3,JUBU,,A,,5,,Germinated,,,5.2,JUBU2,-119.843433478408,34.4130932817131
1023,c7a50728-4eb6-4876-a9cc-89acec58784d,4/21/2023 10:29:56 PM,fhasan@umail.ucsb.edu_ucsb,5/22/2023 1:33:38 AM,joannatang@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,45.5,S,3,JUBU,,A,,5,,Survived,,,5.2,LYAR1,-119.843434321914,34.4130938822474
1024,269325e1-f7ad-4c10-b289-2c1edecab337,4/21/2023 10:29:58 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:29:58 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,50,S,3,DEFA,,M,,5,,Survived,,,5.2,JUBU1,-119.843435774931,34.413091477527
1025,2b355272-a13a-411f-bdd0-c5492e3a20ae,4/21/2023 10:30:00 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:00 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,S,3,ELMA,,DC,,5+5,,Survived,,,5.2,FEPE1,-119.843435752901,34.4130813511565
1026,2ad813df-98ad-42b1-8e8d-02ffacdfd16a,4/21/2023 10:30:03 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:03 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,S,3,ELMA,,DC,,5+5,,Germinated,,,5.2,DICOT1,-119.843446962568,34.413074476106
1027,1ce67001-0f61-435d-90b4-5c323d8ee60a,4/21/2023 10:30:05 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:05 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,55.5,S,3,JUBU,,A,,5+5,,other,Disappeared ,,5.2,JUBU1,-119.84344645533,34.4130802772552
1028,a54de967-1df1-4aea-9e4d-abaab29862e5,4/21/2023 10:30:06 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:06 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,55.5,S,3,JUBU,,A,,5+5,,Survived,,,5.2,JUBU2,-119.843447128351,34.4130915604135
1029,e5023181-37d1-49f8-ae89-2104b305228b,4/21/2023 10:30:08 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:08 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,55.5,S,3,JUBU,,A,,5+5,,Survived,,,5.2,JUBU3,-119.843438985616,34.4130942651599
1030,c7014563-a9f5-459b-88eb-3b2989794554,4/21/2023 10:30:10 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:10 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,55.5,S,3,JUBU,,A,,5+5,,Survived,,,5.2,DICOT1,-119.84344288249,34.4130959096472
1031,1bcf5edc-530d-4cfe-962c-16af74315ec7,4/21/2023 10:30:11 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:11 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,49.5,S,3,JUBU,,A,,10,,Survived,,,5.2,JUBU1,-119.843449788661,34.4130965235882
1032,398ade67-7348-4fa7-b5fd-c98705f109f6,4/21/2023 10:30:13 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:13 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,49.5,S,3,JUBU,,A,,10,,Survived,,,5.2,JUBU2,-119.843442008091,34.4130956543713
1033,0488de05-0e3b-43dd-a3c1-dd83c731ba8f,4/21/2023 10:30:14 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:14 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,49.5,S,3,JUBU,,A,,10,,Survived,,,5.2,JUBU3,-119.843440534458,34.4130955226331
1034,e0e03a47-5365-4d52-9bec-e1880e50132d,4/21/2023 10:30:15 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:15 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,49.5,S,3,JUBU,,A,,10,,other,Disappeared ,,5.2,JUBU4,-119.84343620933,34.4130920653141
1035,0722753d-0231-4080-bbe2-3e7f9b293088,4/21/2023 10:30:17 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:17 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,49.5,S,3,JUBU,,A,,10,,Survived,,,5.2,DICOT1,-119.843441134342,34.4130880870464
1036,de15e4a3-cfd2-4b7b-ab4c-bc4b435ef53f,4/21/2023 10:30:18 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:18 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54,S,3,ELMA,,M,,5+5,,Survived,,,5.2,DICOT1,-119.84344681537,34.4130767282516
1037,d2c9791e-8d33-4518-b40b-e8954e174bc8,4/21/2023 10:30:20 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:20 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54,S,3,ELMA,,M,,5+5,,Germinated,,,5.2,FEPE1,-119.843442930966,34.4131001804821
1038,a4f0e0f7-61ad-4282-8dec-80d15e1da08c,4/21/2023 10:30:21 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:21 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,S,3,DEFA,,A,,10,,other,Soil moisture ,,5.2,0,-119.843440368638,34.4131028124882
1039,ea03608a-5689-4828-84de-71adc1f0887f,4/21/2023 10:30:22 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:22 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53,S,3,DEFA,,IV,,10,,other,Soil moisture ,,5.2,0,-119.843441670805,34.4131124646301
1040,4d54dc0c-1c0c-4613-9905-7019ef0e528f,4/21/2023 10:30:22 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:22 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52.5,S,3,DEFA,,M,,10,,other,Soil moisture,,5.2,0,-119.843452377923,34.4131136026271
1041,01f9ec7f-e4b7-48b8-b359-19820513d961,4/21/2023 10:30:23 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:23 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,DEFA,,IV,,5,,other,Soil moisture ,,19,0,-119.843455991972,34.4131129786931
1042,46d16e79-132a-4dc8-ab72-494e7bb771bb,4/21/2023 10:30:24 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:24 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,50.5,H,3,JUBU,,M,,10,,Survived,,,19,JUBU1,-119.843458464208,34.4130996525435
1043,0a439419-4173-4311-a6b6-828b3425f82e,4/21/2023 10:30:25 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:25 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,M,,5,,Survived,,,19,JUBU1,-119.843455845464,34.4130978992771
1044,ab40b29b-0598-45ae-bd23-73a23f663ecc,4/21/2023 10:30:27 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:27 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51,H,3,JUBU,,M,,5+5,,Survived,,,19,JUBU1,-119.843460265175,34.4130969492205
1045,f5a7677a-78dd-4137-99f2-859ad29ed06b,4/21/2023 10:30:28 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:28 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51,H,3,JUBU,,M,,5+5,,Germinated,,,19,DICOT1,-119.843457934718,34.4130654061682
1046,b25901e4-aab2-488a-be15-3067d151ce63,4/21/2023 10:30:29 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:29 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51,H,3,ELMA,,CP,,5,,Germinated,,,19,DICOT1,-119.843457359487,34.4130992796939
1047,e1bb4ae2-847a-4cff-8b6d-6e1f2695a19d,4/21/2023 10:30:31 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:31 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,DEFA,,A,,10,,Survived,,,19,DEFA1,-119.843446141028,34.4130801694958
1048,05ac49ec-6ea7-409f-a8e7-10774456cc54,4/21/2023 10:30:32 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:32 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,A,,5+5,,Survived,,,19,JUBU1,-119.843466312852,34.4131027186358
1049,de0d851f-7c6f-47a7-a1ac-c1f26a9c891c,4/21/2023 10:30:33 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:33 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,A,,5+5,,Survived,,,19,JUBU2,-119.843442431967,34.4131008349725
1050,d7f88cfc-ae3b-4863-8a38-39013d833547,4/21/2023 10:30:34 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:34 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,A,,5+5,,Survived,,,19,DICOT1,-119.843463347741,34.4130898953346
1051,bb77a673-818b-4b49-a459-7e9624630f5d,4/21/2023 10:30:36 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:36 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,50.5,H,3,ELMA,,IV,,10,,Germinated,,,19,JUBU1,-119.84347401898,34.4130994508646
1052,7d06183f-4d9f-4a83-b016-84382a48c1c2,4/21/2023 10:30:37 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:37 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,50.5,H,3,ELMA,,IV,,10,,Germinated,,,19,ELMA1,-119.843425496551,34.4130913681672
1053,17feb8ef-e749-43af-9f6b-c11b497b7766,4/21/2023 10:30:39 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:39 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,ELMA,,IV,,5+5,,Survived,,,19,JUBU1,-119.843478303808,34.4131028017647
1054,430ba4c4-c7fa-4673-a3cc-f96a0bb53a43,4/21/2023 10:30:40 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:40 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51.5,H,3,ELMA,,M,,5,,Survived,,,19,JUBU1,-119.843463081908,34.4131000362533
1055,7479a3e2-b039-41d6-ac05-eda9b48850c3,4/21/2023 10:30:40 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:40 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54.5,H,3,DEFA,,A,,5,,other,Soil moisture ,,19,0,-119.843456662797,34.4130849678455
1056,7e669290-90e0-4dc5-ae07-8b544c55c94b,4/21/2023 10:30:42 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:42 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54,H,3,JUBU,,A,,10,,Survived,,,19,JUBU1,-119.843473957181,34.4130773620706
1057,6e799e99-dd18-430c-af06-0faba3641b72,4/21/2023 10:30:43 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:43 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54,H,3,JUBU,,A,,10,,Survived,,,19,JUBU2,-119.84346327846,34.4130829741819
1058,4cc8e7c8-4cd5-4910-8fcd-f62a528aa942,4/21/2023 10:30:45 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:45 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54,H,3,JUBU,,A,,10,,Survived,,,19,DICOT1,-119.843460845304,34.4130856610935
1059,7ccf1e22-9fe9-4c54-a5d4-74505d58539f,4/21/2023 10:30:47 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:47 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54,H,3,JUBU,,A,,10,,Survived,,,19,DICOT2,-119.843454935286,34.4130786755594
1060,37bf54b9-b8c3-4478-9bff-b9a6de8e7ade,4/21/2023 10:30:48 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:48 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,IV,,5,,other,Disappeared ,,19,DICOT1,-119.843456496451,34.413075564393
1061,5d832805-f234-4567-ab76-cfdbfbc3552e,4/21/2023 10:30:50 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:50 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,IV,,5,,Survived,,,19,JUBU1,-119.843472840017,34.4130626017623
1062,b9ca3435-ac5a-4a21-8be6-ffbc340356fc,4/21/2023 10:30:51 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:51 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,IV,,5,,Survived,,,19,JUBU2,-119.843471086797,34.4130630367045
1063,6accbd4e-4fbe-4c5b-8f14-527d8a5a3b3a,4/21/2023 10:30:53 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:53 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51.5,H,3,JUBU,,A,,5,,other,Disappeared ,,19,JUBU1,-119.843477292516,34.4130485696295
1064,bdac4b1f-821d-408a-9af4-82c3ce2122c1,4/21/2023 10:30:54 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:54 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51.5,H,3,JUBU,,A,,5,,Survived,,,19,JUBU2,-119.843461852807,34.4130406474033
1065,a1d39e07-0172-472e-877f-22cc97056804,4/21/2023 10:30:56 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:56 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51.5,H,3,JUBU,,A,,5,,Survived,,,19,JUBU3,-119.843461312524,34.4130393449466
1066,df245fe9-6648-4e8c-8427-12394c2d5bd8,4/21/2023 10:30:56 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:56 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52.5,H,3,DEFA,,IV,,5+5,,other,Soil moisture ,,19,0,-119.843458407986,34.413049923165
1067,233444a5-3727-4fdc-8553-73737eae88d9,4/21/2023 10:30:58 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:58 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,ELMA,,DC,,5+5,,Germinated,,,19,DICOT1,-119.843471147057,34.4130444443787
1068,f9e847a8-7080-4979-88f0-7ad6bb213f06,4/21/2023 10:30:58 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:58 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,51.5,H,3,ELMA,,DC,,5,,other,Soil moisture ,,19,0,-119.843459902631,34.4130523741265
1069,1c882830-2c96-4e30-b64f-1d8c940046c3,4/21/2023 10:30:59 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:30:59 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52.5,H,3,ELMA,,DC,,10,,other,Soil moisture ,,19,0,-119.843478192952,34.4130628232287
1070,ed19b864-78b2-4869-8783-1d5a8c6f41d1,4/21/2023 10:31:01 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:01 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,CP,,5,,Survived,,,19,JUBU1,-119.843462686553,34.4130471326657
1071,d2427c7e-4815-4aca-94e7-22300da9fd75,4/21/2023 10:31:02 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:02 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,CP,,5,,Germinated,,,19,JUBU2,-119.843454360339,34.4130527177009
1072,6a752889-6d1b-4fa3-b60a-9e8f606378ca,4/21/2023 10:31:04 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:04 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,CP,,5,,Survived,,,19,DICOT1,-119.843459649338,34.4130454971856
1073,3dd8df01-3be4-4b94-a17e-f0ab638df4a6,4/21/2023 10:31:06 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:06 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,54,H,3,ELMA,,M,,5+5,,Survived,,,19,DICOT1,-119.843460600627,34.4130423810046
1074,f5ffffc4-b97b-452f-9413-93ca55a288a0,4/21/2023 10:31:07 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:07 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,A,,5+5,,Survived,,,19,JUBU1,-119.843444462469,34.4130469105899
1075,b4823f60-9a5f-461a-8f09-ced9994d19e0,4/21/2023 10:31:10 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:10 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,A,,5+5,,Survived,,,19,JUBU2,-119.843448830855,34.4130413101931
1076,7417eddd-674f-4b09-b0f2-073aaf64ff39,4/21/2023 10:31:11 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:11 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,A,,5+5,,Germinated,,,19,FEPE1,-119.843458918004,34.4130418170042
1077,14f25834-18b9-498b-a10c-1cecbee18bc3,4/21/2023 10:31:13 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:13 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,M,,5,,Survived,,,19,JUBU1,-119.843448856315,34.4130388329125
1078,15d0de48-2d64-487f-aa4e-ab0cb07b00ed,4/21/2023 10:31:15 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:15 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,A,,5+5,,Survived,,,19,DICOT1,-119.843448394433,34.4130355134773
1079,a0789995-4e04-4055-a361-1fe3909320a3,4/21/2023 10:31:15 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:15 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,53.5,H,3,DEFA,,M,,5+5,,other,Soil moisture ,,19,0,-119.843425146873,34.4130194438556
1080,5be72074-5337-45ec-a325-70dc1143fd41,4/21/2023 10:31:17 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:17 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,50,H,3,DEFA,,M,,10,,Survived,,,19,DICOT1,-119.843467311369,34.4130392220003
1081,f0b798ca-deb2-4af3-a9dd-5329ed07266e,4/21/2023 10:31:18 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:18 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,IV,,10,,Survived,,,19,JUBU1,-119.843458683707,34.4130328975955
1082,566cefe9-ecf6-4b9d-b850-61023f8c4848,4/21/2023 10:31:20 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:20 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,IV,,10,,Survived,,,19,JUBU2,-119.843454647139,34.4130416969846
1083,6981157e-04bb-4d61-ba7f-e6772e7ff364,4/21/2023 10:31:22 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:22 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,IV,,10,,Survived,,,19,JUBU3,-119.84345389604,34.4130402806851
1084,8c690ff8-5afc-4d09-b401-a5f48f8c001b,4/21/2023 10:31:24 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:24 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,JUBU,,IV,,10,,Survived,,,19,JUBU4,-119.843459507019,34.4130393992488
1085,51044aaa-784c-4d6d-a69c-371f67d67016,4/21/2023 10:31:25 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:25 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,ELMA,,M,,10,,Survived,,,19,JUBU1,-119.843457823999,34.413043727199
1086,933c8b9b-f784-4f48-9d56-6348aba270bc,4/21/2023 10:31:26 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:26 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52.5,H,3,DEFA,,CP,,10,,Survived,,,19,DICOT1,-119.843450432544,34.4130409989955
1087,2bb5b851-d5e5-4952-bb2b-a9c583761d9c,4/21/2023 10:31:28 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:28 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52.5,H,3,DEFA,,CP,,5+5,,Survived,,,19,DICOT1,-119.843438041993,34.4130424663062
1088,770ac3df-1a41-462b-be5e-3b271c1be1ff,4/21/2023 10:31:28 PM,fhasan@umail.ucsb.edu_ucsb,4/21/2023 10:31:28 PM,fhasan@umail.ucsb.edu_ucsb,4/19/2023 7:00:00 PM,Fez and Ricky,13.25,46,70,52,H,3,ELMA,,CP,,5+5,,other,Soil moisture,,19,0,-119.843436870706,34.4130437193321
